base year,year,state,kind of economic activity,sub kind of economic activity,value rm million,status data
2015,2019,Johor,Agriculture,Agriculture,16403,f
2015,2020,Johor,Agriculture,Agriculture,16857,f
2015,2021,Johor,Agriculture,Agriculture,16980,e
2015,2022,Johor,Agriculture,Agriculture,17304,p
2015,2019,Johor,Mining and quarrying,Mining and quarrying,813,f
2015,2020,Johor,Mining and quarrying,Mining and quarrying,658,f
2015,2021,Johor,Mining and quarrying,Mining and quarrying,587,e
2015,2022,Johor,Mining and quarrying,Mining and quarrying,631,p
2015,2019,Johor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",5445,f
2015,2020,Johor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",5443,f
2015,2021,Johor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",5307,e
2015,2022,Johor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",5557,p
2015,2019,Johor,Manufacturing,"Textiles, wearing apparel and leather products",1824,f
2015,2020,Johor,Manufacturing,"Textiles, wearing apparel and leather products",1599,f
2015,2021,Johor,Manufacturing,"Textiles, wearing apparel and leather products",1707,e
2015,2022,Johor,Manufacturing,"Textiles, wearing apparel and leather products",1791,p
2015,2019,Johor,Manufacturing,"Wood products, furniture, paper products and printing",4582,f
2015,2020,Johor,Manufacturing,"Wood products, furniture, paper products and printing",4411,f
2015,2021,Johor,Manufacturing,"Wood products, furniture, paper products and printing",4681,e
2015,2022,Johor,Manufacturing,"Wood products, furniture, paper products and printing",5142,p
2015,2019,Johor,Manufacturing,"Petroleum, chemical, rubber and plastic products",7930,f
2015,2020,Johor,Manufacturing,"Petroleum, chemical, rubber and plastic products",8217,f
2015,2021,Johor,Manufacturing,"Petroleum, chemical, rubber and plastic products",8957,e
2015,2022,Johor,Manufacturing,"Petroleum, chemical, rubber and plastic products",9035,p
2015,2019,Johor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",5875,f
2015,2020,Johor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",5044,f
2015,2021,Johor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",5110,e
2015,2022,Johor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",5353,p
2015,2019,Johor,Manufacturing,"Electrical, electronic and optical products",12901,f
2015,2020,Johor,Manufacturing,"Electrical, electronic and optical products",12509,f
2015,2021,Johor,Manufacturing,"Electrical, electronic and optical products",13386,e
2015,2022,Johor,Manufacturing,"Electrical, electronic and optical products",14397,p
2015,2019,Johor,Manufacturing,"Transport equipment, other manufacturing and repair",1568,f
2015,2020,Johor,Manufacturing,"Transport equipment, other manufacturing and repair",1426,f
2015,2021,Johor,Manufacturing,"Transport equipment, other manufacturing and repair",1579,e
2015,2022,Johor,Manufacturing,"Transport equipment, other manufacturing and repair",1674,p
2015,2019,Johor,Construction,Residential and non-residential,2667,f
2015,2020,Johor,Construction,Residential and non-residential,2021,f
2015,2021,Johor,Construction,Residential and non-residential,1507,e
2015,2022,Johor,Construction,Residential and non-residential,1715,p
2015,2019,Johor,Construction,Civil engineering,3502,f
2015,2020,Johor,Construction,Civil engineering,1650,f
2015,2021,Johor,Construction,Civil engineering,1265,e
2015,2022,Johor,Construction,Civil engineering,1501,p
2015,2019,Johor,Construction,Special trade,531,f
2015,2020,Johor,Construction,Special trade,504,f
2015,2021,Johor,Construction,Special trade,651,e
2015,2022,Johor,Construction,Special trade,751,p
2015,2019,Johor,Services,"Utilities, transportation & storage and information & communication",17260,f
2015,2020,Johor,Services,"Utilities, transportation & storage and information & communication",17116,f
2015,2021,Johor,Services,"Utilities, transportation & storage and information & communication",18279,e
2015,2022,Johor,Services,"Utilities, transportation & storage and information & communication",19991,p
2015,2019,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",20212,f
2015,2020,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",18394,f
2015,2021,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",18233,e
2015,2022,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",21827,p
2015,2019,Johor,Services,"Finance and insurance, real estate and business services",13457,f
2015,2020,Johor,Services,"Finance and insurance, real estate and business services",12985,f
2015,2021,Johor,Services,"Finance and insurance, real estate and business services",13301,e
2015,2022,Johor,Services,"Finance and insurance, real estate and business services",14318,p
2015,2019,Johor,Services,Other services,6972,f
2015,2020,Johor,Services,Other services,6691,f
2015,2021,Johor,Services,Other services,6625,e
2015,2022,Johor,Services,Other services,7046,p
2015,2019,Johor,Services,Government services,10676,f
2015,2020,Johor,Services,Government services,11220,f
2015,2021,Johor,Services,Government services,11878,e
2015,2022,Johor,Services,Government services,12491,p
2015,2019,Johor,Plus: Import duties,Plus: Import duties,1609,f
2015,2020,Johor,Plus: Import duties,Plus: Import duties,1327,f
2015,2021,Johor,Plus: Import duties,Plus: Import duties,1269,e
2015,2022,Johor,Plus: Import duties,Plus: Import duties,1533,p
2015,2019,Kedah,Agriculture,Agriculture,5646,f
2015,2020,Kedah,Agriculture,Agriculture,5518,f
2015,2021,Kedah,Agriculture,Agriculture,5667,e
2015,2022,Kedah,Agriculture,Agriculture,5614,p
2015,2019,Kedah,Mining and quarrying,Mining and quarrying,125,f
2015,2020,Kedah,Mining and quarrying,Mining and quarrying,112,f
2015,2021,Kedah,Mining and quarrying,Mining and quarrying,103,e
2015,2022,Kedah,Mining and quarrying,Mining and quarrying,111,p
2015,2019,Kedah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",998,f
2015,2020,Kedah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1066,f
2015,2021,Kedah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1097,e
2015,2022,Kedah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1127,p
2015,2019,Kedah,Manufacturing,"Textiles, wearing apparel and leather products",110,f
2015,2020,Kedah,Manufacturing,"Textiles, wearing apparel and leather products",106,f
2015,2021,Kedah,Manufacturing,"Textiles, wearing apparel and leather products",96,e
2015,2022,Kedah,Manufacturing,"Textiles, wearing apparel and leather products",96,p
2015,2019,Kedah,Manufacturing,"Wood products, furniture, paper products and printing",669,f
2015,2020,Kedah,Manufacturing,"Wood products, furniture, paper products and printing",652,f
2015,2021,Kedah,Manufacturing,"Wood products, furniture, paper products and printing",763,e
2015,2022,Kedah,Manufacturing,"Wood products, furniture, paper products and printing",874,p
2015,2019,Kedah,Manufacturing,"Petroleum, chemical, rubber and plastic products",2651,f
2015,2020,Kedah,Manufacturing,"Petroleum, chemical, rubber and plastic products",2948,f
2015,2021,Kedah,Manufacturing,"Petroleum, chemical, rubber and plastic products",2836,e
2015,2022,Kedah,Manufacturing,"Petroleum, chemical, rubber and plastic products",2808,p
2015,2019,Kedah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1999,f
2015,2020,Kedah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1761,f
2015,2021,Kedah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1835,e
2015,2022,Kedah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1879,p
2015,2019,Kedah,Manufacturing,"Electrical, electronic and optical products",6346,f
2015,2020,Kedah,Manufacturing,"Electrical, electronic and optical products",6473,f
2015,2021,Kedah,Manufacturing,"Electrical, electronic and optical products",7160,e
2015,2022,Kedah,Manufacturing,"Electrical, electronic and optical products",8117,p
2015,2019,Kedah,Manufacturing,"Transport equipment, other manufacturing and repair",657,f
2015,2020,Kedah,Manufacturing,"Transport equipment, other manufacturing and repair",612,f
2015,2021,Kedah,Manufacturing,"Transport equipment, other manufacturing and repair",678,e
2015,2022,Kedah,Manufacturing,"Transport equipment, other manufacturing and repair",732,p
2015,2019,Kedah,Construction,Residential and non-residential,628,f
2015,2020,Kedah,Construction,Residential and non-residential,589,f
2015,2021,Kedah,Construction,Residential and non-residential,484,e
2015,2022,Kedah,Construction,Residential and non-residential,600,p
2015,2019,Kedah,Construction,Civil engineering,106,f
2015,2020,Kedah,Construction,Civil engineering,120,f
2015,2021,Kedah,Construction,Civil engineering,131,e
2015,2022,Kedah,Construction,Civil engineering,157,p
2015,2019,Kedah,Construction,Special trade,356,f
2015,2020,Kedah,Construction,Special trade,404,f
2015,2021,Kedah,Construction,Special trade,404,e
2015,2022,Kedah,Construction,Special trade,449,p
2015,2019,Kedah,Services,"Utilities, transportation & storage and information & communication",4505,f
2015,2020,Kedah,Services,"Utilities, transportation & storage and information & communication",4357,f
2015,2021,Kedah,Services,"Utilities, transportation & storage and information & communication",4610,e
2015,2022,Kedah,Services,"Utilities, transportation & storage and information & communication",4994,p
2015,2019,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",8370,f
2015,2020,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",7567,f
2015,2021,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",7403,e
2015,2022,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",8517,p
2015,2019,Kedah,Services,"Finance and insurance, real estate and business services",3627,f
2015,2020,Kedah,Services,"Finance and insurance, real estate and business services",3516,f
2015,2021,Kedah,Services,"Finance and insurance, real estate and business services",3632,e
2015,2022,Kedah,Services,"Finance and insurance, real estate and business services",3836,p
2015,2019,Kedah,Services,Other services,3322,f
2015,2020,Kedah,Services,Other services,3222,f
2015,2021,Kedah,Services,Other services,3240,e
2015,2022,Kedah,Services,Other services,3394,p
2015,2019,Kedah,Services,Government services,6503,f
2015,2020,Kedah,Services,Government services,6773,f
2015,2021,Kedah,Services,Government services,7047,e
2015,2022,Kedah,Services,Government services,7283,p
2015,2019,Kedah,Plus: Import duties,Plus: Import duties,224,f
2015,2020,Kedah,Plus: Import duties,Plus: Import duties,248,f
2015,2021,Kedah,Plus: Import duties,Plus: Import duties,324,e
2015,2022,Kedah,Plus: Import duties,Plus: Import duties,349,p
2015,2019,Kelantan,Agriculture,Agriculture,5814,f
2015,2020,Kelantan,Agriculture,Agriculture,5818,f
2015,2021,Kelantan,Agriculture,Agriculture,5888,e
2015,2022,Kelantan,Agriculture,Agriculture,5601,p
2015,2019,Kelantan,Mining and quarrying,Mining and quarrying,417,f
2015,2020,Kelantan,Mining and quarrying,Mining and quarrying,342,f
2015,2021,Kelantan,Mining and quarrying,Mining and quarrying,353,e
2015,2022,Kelantan,Mining and quarrying,Mining and quarrying,382,p
2015,2019,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",224,f
2015,2020,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",225,f
2015,2021,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",200,e
2015,2022,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",202,p
2015,2019,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",113,f
2015,2020,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",90,f
2015,2021,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",79,e
2015,2022,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",80,p
2015,2019,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",215,f
2015,2020,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",173,f
2015,2021,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",201,e
2015,2022,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",213,p
2015,2019,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",240,f
2015,2020,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",258,f
2015,2021,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",260,e
2015,2022,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",259,p
2015,2019,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",185,f
2015,2020,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",166,f
2015,2021,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",176,e
2015,2022,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",180,p
2015,2019,Kelantan,Manufacturing,"Electrical, electronic and optical products",295,f
2015,2020,Kelantan,Manufacturing,"Electrical, electronic and optical products",294,f
2015,2021,Kelantan,Manufacturing,"Electrical, electronic and optical products",314,e
2015,2022,Kelantan,Manufacturing,"Electrical, electronic and optical products",334,p
2015,2019,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",29,f
2015,2020,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",28,f
2015,2021,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",30,e
2015,2022,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",30,p
2015,2019,Kelantan,Construction,Residential and non-residential,216,f
2015,2020,Kelantan,Construction,Residential and non-residential,202,f
2015,2021,Kelantan,Construction,Residential and non-residential,191,e
2015,2022,Kelantan,Construction,Residential and non-residential,200,p
2015,2019,Kelantan,Construction,Civil engineering,102,f
2015,2020,Kelantan,Construction,Civil engineering,127,f
2015,2021,Kelantan,Construction,Civil engineering,146,e
2015,2022,Kelantan,Construction,Civil engineering,219,p
2015,2019,Kelantan,Construction,Special trade,65,f
2015,2020,Kelantan,Construction,Special trade,68,f
2015,2021,Kelantan,Construction,Special trade,64,e
2015,2022,Kelantan,Construction,Special trade,61,p
2015,2019,Kelantan,Services,"Utilities, transportation & storage and information & communication",2308,f
2015,2020,Kelantan,Services,"Utilities, transportation & storage and information & communication",2345,f
2015,2021,Kelantan,Services,"Utilities, transportation & storage and information & communication",2476,e
2015,2022,Kelantan,Services,"Utilities, transportation & storage and information & communication",2647,p
2015,2019,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5883,f
2015,2020,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5414,f
2015,2021,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5373,e
2015,2022,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",6033,p
2015,2019,Kelantan,Services,"Finance and insurance, real estate and business services",1393,f
2015,2020,Kelantan,Services,"Finance and insurance, real estate and business services",1408,f
2015,2021,Kelantan,Services,"Finance and insurance, real estate and business services",1489,e
2015,2022,Kelantan,Services,"Finance and insurance, real estate and business services",1564,p
2015,2019,Kelantan,Services,Other services,1857,f
2015,2020,Kelantan,Services,Other services,1864,f
2015,2021,Kelantan,Services,Other services,1894,e
2015,2022,Kelantan,Services,Other services,1954,p
2015,2019,Kelantan,Services,Government services,6095,f
2015,2020,Kelantan,Services,Government services,6343,f
2015,2021,Kelantan,Services,Government services,6630,e
2015,2022,Kelantan,Services,Government services,6887,p
2015,2019,Kelantan,Plus: Import duties,Plus: Import duties,30,f
2015,2020,Kelantan,Plus: Import duties,Plus: Import duties,24,f
2015,2021,Kelantan,Plus: Import duties,Plus: Import duties,33,e
2015,2022,Kelantan,Plus: Import duties,Plus: Import duties,45,p
2015,2019,Melaka,Agriculture,Agriculture,4433,f
2015,2020,Melaka,Agriculture,Agriculture,4584,f
2015,2021,Melaka,Agriculture,Agriculture,4556,e
2015,2022,Melaka,Agriculture,Agriculture,4526,p
2015,2019,Melaka,Mining and quarrying,Mining and quarrying,68,f
2015,2020,Melaka,Mining and quarrying,Mining and quarrying,59,f
2015,2021,Melaka,Mining and quarrying,Mining and quarrying,55,e
2015,2022,Melaka,Mining and quarrying,Mining and quarrying,60,p
2015,2019,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",701,f
2015,2020,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",722,f
2015,2021,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",678,e
2015,2022,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",684,p
2015,2019,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",628,f
2015,2020,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",532,f
2015,2021,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",605,e
2015,2022,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",657,p
2015,2019,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",448,f
2015,2020,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",425,f
2015,2021,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",396,e
2015,2022,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",417,p
2015,2019,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",5160,f
2015,2020,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4478,f
2015,2021,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4779,e
2015,2022,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4692,p
2015,2019,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",955,f
2015,2020,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",831,f
2015,2021,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",864,e
2015,2022,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",915,p
2015,2019,Melaka,Manufacturing,"Electrical, electronic and optical products",4453,f
2015,2020,Melaka,Manufacturing,"Electrical, electronic and optical products",4394,f
2015,2021,Melaka,Manufacturing,"Electrical, electronic and optical products",4622,e
2015,2022,Melaka,Manufacturing,"Electrical, electronic and optical products",4932,p
2015,2019,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",4401,f
2015,2020,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",3940,f
2015,2021,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",3891,e
2015,2022,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",4607,p
2015,2019,Melaka,Construction,Residential and non-residential,583,f
2015,2020,Melaka,Construction,Residential and non-residential,502,f
2015,2021,Melaka,Construction,Residential and non-residential,496,e
2015,2022,Melaka,Construction,Residential and non-residential,524,p
2015,2019,Melaka,Construction,Civil engineering,601,f
2015,2020,Melaka,Construction,Civil engineering,306,f
2015,2021,Melaka,Construction,Civil engineering,222,e
2015,2022,Melaka,Construction,Civil engineering,244,p
2015,2019,Melaka,Construction,Special trade,174,f
2015,2020,Melaka,Construction,Special trade,183,f
2015,2021,Melaka,Construction,Special trade,179,e
2015,2022,Melaka,Construction,Special trade,175,p
2015,2019,Melaka,Services,"Utilities, transportation & storage and information & communication",4107,f
2015,2020,Melaka,Services,"Utilities, transportation & storage and information & communication",4028,f
2015,2021,Melaka,Services,"Utilities, transportation & storage and information & communication",4312,e
2015,2022,Melaka,Services,"Utilities, transportation & storage and information & communication",5076,p
2015,2019,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",8004,f
2015,2020,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",7273,f
2015,2021,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",7298,e
2015,2022,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",8408,p
2015,2019,Melaka,Services,"Finance and insurance, real estate and business services",2761,f
2015,2020,Melaka,Services,"Finance and insurance, real estate and business services",2690,f
2015,2021,Melaka,Services,"Finance and insurance, real estate and business services",2768,e
2015,2022,Melaka,Services,"Finance and insurance, real estate and business services",2953,p
2015,2019,Melaka,Services,Other services,2649,f
2015,2020,Melaka,Services,Other services,2422,f
2015,2021,Melaka,Services,Other services,2362,e
2015,2022,Melaka,Services,Other services,2606,p
2015,2019,Melaka,Services,Government services,3396,f
2015,2020,Melaka,Services,Government services,3557,f
2015,2021,Melaka,Services,Government services,3757,e
2015,2022,Melaka,Services,Government services,3945,p
2015,2019,Melaka,Plus: Import duties,Plus: Import duties,62,f
2015,2020,Melaka,Plus: Import duties,Plus: Import duties,104,f
2015,2021,Melaka,Plus: Import duties,Plus: Import duties,59,e
2015,2022,Melaka,Plus: Import duties,Plus: Import duties,67,p
2015,2019,Negeri Sembilan,Agriculture,Agriculture,3557,f
2015,2020,Negeri Sembilan,Agriculture,Agriculture,3319,f
2015,2021,Negeri Sembilan,Agriculture,Agriculture,3306,e
2015,2022,Negeri Sembilan,Agriculture,Agriculture,3287,p
2015,2019,Negeri Sembilan,Mining and quarrying,Mining and quarrying,236,f
2015,2020,Negeri Sembilan,Mining and quarrying,Mining and quarrying,200,f
2015,2021,Negeri Sembilan,Mining and quarrying,Mining and quarrying,186,e
2015,2022,Negeri Sembilan,Mining and quarrying,Mining and quarrying,201,p
2015,2019,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1582,f
2015,2020,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1566,f
2015,2021,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1474,e
2015,2022,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1654,p
2015,2019,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",366,f
2015,2020,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",302,f
2015,2021,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",339,e
2015,2022,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",362,p
2015,2019,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",969,f
2015,2020,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",907,f
2015,2021,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",887,e
2015,2022,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",903,p
2015,2019,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",5697,f
2015,2020,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",5484,f
2015,2021,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",6066,e
2015,2022,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",6404,p
