base year,year,state,kind of economic activity,sub kind of economic activity,value rm million,status data
2015,2020,Perlis,Construction,Special trade,83,f
2015,2021,Perlis,Construction,Special trade,82,e
2015,2022,Perlis,Construction,Special trade,80,p
2015,2019,Perlis,Services,"Utilities, transportation & storage and information & communication",1006,f
2015,2020,Perlis,Services,"Utilities, transportation & storage and information & communication",982,f
2015,2021,Perlis,Services,"Utilities, transportation & storage and information & communication",1002,e
2015,2022,Perlis,Services,"Utilities, transportation & storage and information & communication",1033,p
2015,2019,Perlis,Services,"Wholesale and retail trade, food & beverage and accommodation",791,f
2015,2020,Perlis,Services,"Wholesale and retail trade, food & beverage and accommodation",727,f
2015,2021,Perlis,Services,"Wholesale and retail trade, food & beverage and accommodation",722,e
2015,2022,Perlis,Services,"Wholesale and retail trade, food & beverage and accommodation",818,p
2015,2019,Perlis,Services,"Finance and insurance, real estate and business services",421,f
2015,2020,Perlis,Services,"Finance and insurance, real estate and business services",409,f
2015,2021,Perlis,Services,"Finance and insurance, real estate and business services",411,e
2015,2022,Perlis,Services,"Finance and insurance, real estate and business services",435,p
2015,2019,Perlis,Services,Other services,362,f
2015,2020,Perlis,Services,Other services,354,f
2015,2021,Perlis,Services,Other services,350,e
2015,2022,Perlis,Services,Other services,361,p
2015,2019,Perlis,Services,Government services,1495,f
2015,2020,Perlis,Services,Government services,1561,f
2015,2021,Perlis,Services,Government services,1636,e
2015,2022,Perlis,Services,Government services,1708,p
2015,2019,Perlis,Plus: Import duties,Plus: Import duties,72,f
2015,2020,Perlis,Plus: Import duties,Plus: Import duties,40,f
2015,2021,Perlis,Plus: Import duties,Plus: Import duties,76,e
2015,2022,Perlis,Plus: Import duties,Plus: Import duties,129,p
2015,2019,Selangor,Agriculture,Agriculture,4709,f
2015,2020,Selangor,Agriculture,Agriculture,4721,f
2015,2021,Selangor,Agriculture,Agriculture,4954,e
2015,2022,Selangor,Agriculture,Agriculture,4874,p
2015,2019,Selangor,Mining and quarrying,Mining and quarrying,859,f
2015,2020,Selangor,Mining and quarrying,Mining and quarrying,755,f
2015,2021,Selangor,Mining and quarrying,Mining and quarrying,708,e
2015,2022,Selangor,Mining and quarrying,Mining and quarrying,777,p
2015,2019,Selangor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",16679,f
2015,2020,Selangor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",15822,f
2015,2021,Selangor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",17271,e
2015,2022,Selangor,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",19336,p
2015,2019,Selangor,Manufacturing,"Textiles, wearing apparel and leather products",1456,f
2015,2020,Selangor,Manufacturing,"Textiles, wearing apparel and leather products",1330,f
2015,2021,Selangor,Manufacturing,"Textiles, wearing apparel and leather products",1452,e
2015,2022,Selangor,Manufacturing,"Textiles, wearing apparel and leather products",1590,p
2015,2019,Selangor,Manufacturing,"Wood products, furniture, paper products and printing",7450,f
2015,2020,Selangor,Manufacturing,"Wood products, furniture, paper products and printing",6992,f
2015,2021,Selangor,Manufacturing,"Wood products, furniture, paper products and printing",7738,e
2015,2022,Selangor,Manufacturing,"Wood products, furniture, paper products and printing",8482,p
2015,2019,Selangor,Manufacturing,"Petroleum, chemical, rubber and plastic products",13576,f
2015,2020,Selangor,Manufacturing,"Petroleum, chemical, rubber and plastic products",16106,f
2015,2021,Selangor,Manufacturing,"Petroleum, chemical, rubber and plastic products",20112,e
2015,2022,Selangor,Manufacturing,"Petroleum, chemical, rubber and plastic products",18372,p
2015,2019,Selangor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",15806,f
2015,2020,Selangor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",13539,f
2015,2021,Selangor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",14171,e
2015,2022,Selangor,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",15810,p
2015,2019,Selangor,Manufacturing,"Electrical, electronic and optical products",25032,f
2015,2020,Selangor,Manufacturing,"Electrical, electronic and optical products",25809,f
2015,2021,Selangor,Manufacturing,"Electrical, electronic and optical products",31525,e
2015,2022,Selangor,Manufacturing,"Electrical, electronic and optical products",35814,p
2015,2019,Selangor,Manufacturing,"Transport equipment, other manufacturing and repair",15942,f
2015,2020,Selangor,Manufacturing,"Transport equipment, other manufacturing and repair",15515,f
2015,2021,Selangor,Manufacturing,"Transport equipment, other manufacturing and repair",15263,e
2015,2022,Selangor,Manufacturing,"Transport equipment, other manufacturing and repair",17802,p
2015,2019,Selangor,Construction,Residential and non-residential,7436,f
2015,2020,Selangor,Construction,Residential and non-residential,6818,f
2015,2021,Selangor,Construction,Residential and non-residential,6419,e
2015,2022,Selangor,Construction,Residential and non-residential,6709,p
2015,2019,Selangor,Construction,Civil engineering,8452,f
2015,2020,Selangor,Construction,Civil engineering,6710,f
2015,2021,Selangor,Construction,Civil engineering,5547,e
2015,2022,Selangor,Construction,Civil engineering,5042,p
2015,2019,Selangor,Construction,Special trade,4775,f
2015,2020,Selangor,Construction,Special trade,5137,f
2015,2021,Selangor,Construction,Special trade,5527,e
2015,2022,Selangor,Construction,Special trade,6452,p
2015,2019,Selangor,Services,"Utilities, transportation & storage and information & communication",60946,f
2015,2020,Selangor,Services,"Utilities, transportation & storage and information & communication",57869,f
2015,2021,Selangor,Services,"Utilities, transportation & storage and information & communication",60189,e
2015,2022,Selangor,Services,"Utilities, transportation & storage and information & communication",68967,p
2015,2019,Selangor,Services,"Wholesale and retail trade, food & beverage and accommodation",79947,f
2015,2020,Selangor,Services,"Wholesale and retail trade, food & beverage and accommodation",72643,f
2015,2021,Selangor,Services,"Wholesale and retail trade, food & beverage and accommodation",73312,e
2015,2022,Selangor,Services,"Wholesale and retail trade, food & beverage and accommodation",86189,p
2015,2019,Selangor,Services,"Finance and insurance, real estate and business services",39951,f
2015,2020,Selangor,Services,"Finance and insurance, real estate and business services",36963,f
2015,2021,Selangor,Services,"Finance and insurance, real estate and business services",38362,e
2015,2022,Selangor,Services,"Finance and insurance, real estate and business services",42500,p
2015,2019,Selangor,Services,Other services,16754,f
2015,2020,Selangor,Services,Other services,14958,f
2015,2021,Selangor,Services,Other services,14648,e
2015,2022,Selangor,Services,Other services,15697,p
2015,2019,Selangor,Services,Government services,16750,f
2015,2020,Selangor,Services,Government services,17694,f
2015,2021,Selangor,Services,Government services,18702,e
2015,2022,Selangor,Services,Government services,19773,p
2015,2019,Selangor,Plus: Import duties,Plus: Import duties,8487,f
2015,2020,Selangor,Plus: Import duties,Plus: Import duties,7423,f
2015,2021,Selangor,Plus: Import duties,Plus: Import duties,8084,e
2015,2022,Selangor,Plus: Import duties,Plus: Import duties,10686,p
2015,2019,Terengganu,Agriculture,Agriculture,3016,f
2015,2020,Terengganu,Agriculture,Agriculture,2903,f
2015,2021,Terengganu,Agriculture,Agriculture,2753,e
2015,2022,Terengganu,Agriculture,Agriculture,2623,p
2015,2019,Terengganu,Mining and quarrying,Mining and quarrying,201,f
2015,2020,Terengganu,Mining and quarrying,Mining and quarrying,176,f
2015,2021,Terengganu,Mining and quarrying,Mining and quarrying,178,e
2015,2022,Terengganu,Mining and quarrying,Mining and quarrying,192,p
2015,2019,Terengganu,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",112,f
2015,2020,Terengganu,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",109,f
2015,2021,Terengganu,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",105,e
2015,2022,Terengganu,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",103,p
2015,2019,Terengganu,Manufacturing,"Textiles, wearing apparel and leather products",56,f
2015,2020,Terengganu,Manufacturing,"Textiles, wearing apparel and leather products",46,f
2015,2021,Terengganu,Manufacturing,"Textiles, wearing apparel and leather products",56,e
2015,2022,Terengganu,Manufacturing,"Textiles, wearing apparel and leather products",57,p
2015,2019,Terengganu,Manufacturing,"Wood products, furniture, paper products and printing",243,f
2015,2020,Terengganu,Manufacturing,"Wood products, furniture, paper products and printing",200,f
2015,2021,Terengganu,Manufacturing,"Wood products, furniture, paper products and printing",184,e
2015,2022,Terengganu,Manufacturing,"Wood products, furniture, paper products and printing",186,p
2015,2019,Terengganu,Manufacturing,"Petroleum, chemical, rubber and plastic products",12330,f
2015,2020,Terengganu,Manufacturing,"Petroleum, chemical, rubber and plastic products",11169,f
2015,2021,Terengganu,Manufacturing,"Petroleum, chemical, rubber and plastic products",12287,e
2015,2022,Terengganu,Manufacturing,"Petroleum, chemical, rubber and plastic products",13340,p
2015,2019,Terengganu,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",254,f
2015,2020,Terengganu,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",246,f
2015,2021,Terengganu,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",266,e
2015,2022,Terengganu,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",280,p
2015,2019,Terengganu,Manufacturing,"Electrical, electronic and optical products",3,f
2015,2020,Terengganu,Manufacturing,"Electrical, electronic and optical products",3,f
2015,2021,Terengganu,Manufacturing,"Electrical, electronic and optical products",3,e
2015,2022,Terengganu,Manufacturing,"Electrical, electronic and optical products",3,p
2015,2019,Terengganu,Manufacturing,"Transport equipment, other manufacturing and repair",95,f
2015,2020,Terengganu,Manufacturing,"Transport equipment, other manufacturing and repair",90,f
2015,2021,Terengganu,Manufacturing,"Transport equipment, other manufacturing and repair",93,e
2015,2022,Terengganu,Manufacturing,"Transport equipment, other manufacturing and repair",91,p
2015,2019,Terengganu,Construction,Residential and non-residential,685,f
2015,2020,Terengganu,Construction,Residential and non-residential,546,f
2015,2021,Terengganu,Construction,Residential and non-residential,542,e
2015,2022,Terengganu,Construction,Residential and non-residential,497,p
2015,2019,Terengganu,Construction,Civil engineering,356,f
2015,2020,Terengganu,Construction,Civil engineering,393,f
2015,2021,Terengganu,Construction,Civil engineering,371,e
2015,2022,Terengganu,Construction,Civil engineering,458,p
2015,2019,Terengganu,Construction,Special trade,125,f
2015,2020,Terengganu,Construction,Special trade,141,f
2015,2021,Terengganu,Construction,Special trade,195,e
2015,2022,Terengganu,Construction,Special trade,189,p
2015,2019,Terengganu,Services,"Utilities, transportation & storage and information & communication",6135,f
2015,2020,Terengganu,Services,"Utilities, transportation & storage and information & communication",5766,f
2015,2021,Terengganu,Services,"Utilities, transportation & storage and information & communication",5738,e
2015,2022,Terengganu,Services,"Utilities, transportation & storage and information & communication",5846,p
2015,2019,Terengganu,Services,"Wholesale and retail trade, food & beverage and accommodation",4447,f
2015,2020,Terengganu,Services,"Wholesale and retail trade, food & beverage and accommodation",4072,f
2015,2021,Terengganu,Services,"Wholesale and retail trade, food & beverage and accommodation",4041,e
2015,2022,Terengganu,Services,"Wholesale and retail trade, food & beverage and accommodation",4650,p
2015,2019,Terengganu,Services,"Finance and insurance, real estate and business services",1453,f
2015,2020,Terengganu,Services,"Finance and insurance, real estate and business services",1449,f
2015,2021,Terengganu,Services,"Finance and insurance, real estate and business services",1513,e
2015,2022,Terengganu,Services,"Finance and insurance, real estate and business services",1614,p
2015,2019,Terengganu,Services,Other services,1472,f
2015,2020,Terengganu,Services,Other services,1455,f
2015,2021,Terengganu,Services,Other services,1457,e
2015,2022,Terengganu,Services,Other services,1505,p
2015,2019,Terengganu,Services,Government services,5002,f
2015,2020,Terengganu,Services,Government services,5200,f
2015,2021,Terengganu,Services,Government services,5441,e
2015,2022,Terengganu,Services,Government services,5664,p
2015,2019,Terengganu,Plus: Import duties,Plus: Import duties,16,f
2015,2020,Terengganu,Plus: Import duties,Plus: Import duties,31,f
2015,2021,Terengganu,Plus: Import duties,Plus: Import duties,16,e
2015,2022,Terengganu,Plus: Import duties,Plus: Import duties,8,p
2015,2019,Sabah,Agriculture,Agriculture,13719,f
2015,2020,Sabah,Agriculture,Agriculture,12798,f
2015,2021,Sabah,Agriculture,Agriculture,12520,e
2015,2022,Sabah,Agriculture,Agriculture,12492,p
2015,2019,Sabah,Mining and quarrying,Mining and quarrying,22736,f
2015,2020,Sabah,Mining and quarrying,Mining and quarrying,19936,f
2015,2021,Sabah,Mining and quarrying,Mining and quarrying,20574,e
2015,2022,Sabah,Mining and quarrying,Mining and quarrying,20307,p
2015,2019,Sabah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",4523,f
2015,2020,Sabah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",4331,f
2015,2021,Sabah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",3981,e
2015,2022,Sabah,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",3785,p
2015,2019,Sabah,Manufacturing,"Textiles, wearing apparel and leather products",63,f
2015,2020,Sabah,Manufacturing,"Textiles, wearing apparel and leather products",53,f
2015,2021,Sabah,Manufacturing,"Textiles, wearing apparel and leather products",55,e
2015,2022,Sabah,Manufacturing,"Textiles, wearing apparel and leather products",58,p
2015,2019,Sabah,Manufacturing,"Wood products, furniture, paper products and printing",739,f
2015,2020,Sabah,Manufacturing,"Wood products, furniture, paper products and printing",602,f
2015,2021,Sabah,Manufacturing,"Wood products, furniture, paper products and printing",751,e
2015,2022,Sabah,Manufacturing,"Wood products, furniture, paper products and printing",748,p
2015,2019,Sabah,Manufacturing,"Petroleum, chemical, rubber and plastic products",284,f
2015,2020,Sabah,Manufacturing,"Petroleum, chemical, rubber and plastic products",282,f
2015,2021,Sabah,Manufacturing,"Petroleum, chemical, rubber and plastic products",318,e
2015,2022,Sabah,Manufacturing,"Petroleum, chemical, rubber and plastic products",352,p
2015,2019,Sabah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",719,f
2015,2020,Sabah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",643,f
2015,2021,Sabah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",679,e
2015,2022,Sabah,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",687,p
2015,2019,Sabah,Manufacturing,"Electrical, electronic and optical products",18,f
2015,2020,Sabah,Manufacturing,"Electrical, electronic and optical products",16,f
2015,2021,Sabah,Manufacturing,"Electrical, electronic and optical products",18,e
2015,2022,Sabah,Manufacturing,"Electrical, electronic and optical products",19,p
2015,2019,Sabah,Manufacturing,"Transport equipment, other manufacturing and repair",126,f
2015,2020,Sabah,Manufacturing,"Transport equipment, other manufacturing and repair",115,f
2015,2021,Sabah,Manufacturing,"Transport equipment, other manufacturing and repair",129,e
2015,2022,Sabah,Manufacturing,"Transport equipment, other manufacturing and repair",130,p
2015,2019,Sabah,Construction,Residential and non-residential,1640,f
2015,2020,Sabah,Construction,Residential and non-residential,1188,f
2015,2021,Sabah,Construction,Residential and non-residential,1083,e
2015,2022,Sabah,Construction,Residential and non-residential,1090,p
2015,2019,Sabah,Construction,Civil engineering,849,f
2015,2020,Sabah,Construction,Civil engineering,745,f
2015,2021,Sabah,Construction,Civil engineering,966,e
2015,2022,Sabah,Construction,Civil engineering,1068,p
2015,2019,Sabah,Construction,Special trade,610,f
2015,2020,Sabah,Construction,Special trade,264,f
2015,2021,Sabah,Construction,Special trade,320,e
2015,2022,Sabah,Construction,Special trade,359,p
2015,2019,Sabah,Services,"Utilities, transportation & storage and information & communication",7161,f
2015,2020,Sabah,Services,"Utilities, transportation & storage and information & communication",6528,f
2015,2021,Sabah,Services,"Utilities, transportation & storage and information & communication",6698,e
2015,2022,Sabah,Services,"Utilities, transportation & storage and information & communication",7517,p
2015,2019,Sabah,Services,"Wholesale and retail trade, food & beverage and accommodation",14959,f
2015,2020,Sabah,Services,"Wholesale and retail trade, food & beverage and accommodation",12938,f
2015,2021,Sabah,Services,"Wholesale and retail trade, food & beverage and accommodation",12880,e
2015,2022,Sabah,Services,"Wholesale and retail trade, food & beverage and accommodation",14216,p
2015,2019,Sabah,Services,"Finance and insurance, real estate and business services",5681,f
2015,2020,Sabah,Services,"Finance and insurance, real estate and business services",5229,f
2015,2021,Sabah,Services,"Finance and insurance, real estate and business services",5391,e
2015,2022,Sabah,Services,"Finance and insurance, real estate and business services",5682,p
2015,2019,Sabah,Services,Other services,3269,f
2015,2020,Sabah,Services,Other services,3089,f
2015,2021,Sabah,Services,Other services,3044,e
2015,2022,Sabah,Services,Other services,3271,p
2015,2019,Sabah,Services,Government services,8359,f
2015,2020,Sabah,Services,Government services,8814,f
2015,2021,Sabah,Services,Government services,9351,e
2015,2022,Sabah,Services,Government services,9879,p
2015,2019,Sabah,Plus: Import duties,Plus: Import duties,187,f
2015,2020,Sabah,Plus: Import duties,Plus: Import duties,269,f
2015,2021,Sabah,Plus: Import duties,Plus: Import duties,240,e
2015,2022,Sabah,Plus: Import duties,Plus: Import duties,270,p
2015,2019,Sarawak,Agriculture,Agriculture,16578,f
2015,2020,Sarawak,Agriculture,Agriculture,14907,f
2015,2021,Sarawak,Agriculture,Agriculture,14434,e
2015,2022,Sarawak,Agriculture,Agriculture,14542,p
2015,2019,Sarawak,Mining and quarrying,Mining and quarrying,30013,f
2015,2020,Sarawak,Mining and quarrying,Mining and quarrying,28591,f
2015,2021,Sarawak,Mining and quarrying,Mining and quarrying,27875,e
2015,2022,Sarawak,Mining and quarrying,Mining and quarrying,29475,p
2015,2019,Sarawak,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",2137,f
2015,2020,Sarawak,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",2013,f
2015,2021,Sarawak,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1879,e
2015,2022,Sarawak,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1929,p
2015,2019,Sarawak,Manufacturing,"Textiles, wearing apparel and leather products",32,f
2015,2020,Sarawak,Manufacturing,"Textiles, wearing apparel and leather products",26,f
2015,2021,Sarawak,Manufacturing,"Textiles, wearing apparel and leather products",28,e
2015,2022,Sarawak,Manufacturing,"Textiles, wearing apparel and leather products",30,p
2015,2019,Sarawak,Manufacturing,"Wood products, furniture, paper products and printing",2563,f
2015,2020,Sarawak,Manufacturing,"Wood products, furniture, paper products and printing",2179,f
2015,2021,Sarawak,Manufacturing,"Wood products, furniture, paper products and printing",2006,e
2015,2022,Sarawak,Manufacturing,"Wood products, furniture, paper products and printing",2247,p
2015,2019,Sarawak,Manufacturing,"Petroleum, chemical, rubber and plastic products",29123,f
2015,2020,Sarawak,Manufacturing,"Petroleum, chemical, rubber and plastic products",26524,f
2015,2021,Sarawak,Manufacturing,"Petroleum, chemical, rubber and plastic products",30494,e
2015,2022,Sarawak,Manufacturing,"Petroleum, chemical, rubber and plastic products",32355,p
2015,2019,Sarawak,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1280,f
2015,2020,Sarawak,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1178,f
2015,2021,Sarawak,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1173,e
2015,2022,Sarawak,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1200,p
2015,2019,Sarawak,Manufacturing,"Electrical, electronic and optical products",1056,f
2015,2020,Sarawak,Manufacturing,"Electrical, electronic and optical products",1124,f
2015,2021,Sarawak,Manufacturing,"Electrical, electronic and optical products",1154,e
2015,2022,Sarawak,Manufacturing,"Electrical, electronic and optical products",1064,p
2015,2019,Sarawak,Manufacturing,"Transport equipment, other manufacturing and repair",423,f
2015,2020,Sarawak,Manufacturing,"Transport equipment, other manufacturing and repair",384,f
2015,2021,Sarawak,Manufacturing,"Transport equipment, other manufacturing and repair",388,e
2015,2022,Sarawak,Manufacturing,"Transport equipment, other manufacturing and repair",382,p
2015,2019,Sarawak,Construction,Residential and non-residential,1961,f
2015,2020,Sarawak,Construction,Residential and non-residential,1640,f
2015,2021,Sarawak,Construction,Residential and non-residential,1755,e
2015,2022,Sarawak,Construction,Residential and non-residential,1978,p
2015,2019,Sarawak,Construction,Civil engineering,1940,f
2015,2020,Sarawak,Construction,Civil engineering,1835,f
2015,2021,Sarawak,Construction,Civil engineering,2010,e
2015,2022,Sarawak,Construction,Civil engineering,1988,p
2015,2019,Sarawak,Construction,Special trade,575,f
2015,2020,Sarawak,Construction,Special trade,606,f
2015,2021,Sarawak,Construction,Special trade,733,e
2015,2022,Sarawak,Construction,Special trade,711,p
2015,2019,Sarawak,Services,"Utilities, transportation & storage and information & communication",11038,f
2015,2020,Sarawak,Services,"Utilities, transportation & storage and information & communication",9984,f
2015,2021,Sarawak,Services,"Utilities, transportation & storage and information & communication",10321,e
2015,2022,Sarawak,Services,"Utilities, transportation & storage and information & communication",12024,p
2015,2019,Sarawak,Services,"Wholesale and retail trade, food & beverage and accommodation",15589,f
2015,2020,Sarawak,Services,"Wholesale and retail trade, food & beverage and accommodation",14190,f
2015,2021,Sarawak,Services,"Wholesale and retail trade, food & beverage and accommodation",14236,e
2015,2022,Sarawak,Services,"Wholesale and retail trade, food & beverage and accommodation",15835,p
2015,2019,Sarawak,Services,"Finance and insurance, real estate and business services",9363,f
2015,2020,Sarawak,Services,"Finance and insurance, real estate and business services",9060,f
2015,2021,Sarawak,Services,"Finance and insurance, real estate and business services",9379,e
2015,2022,Sarawak,Services,"Finance and insurance, real estate and business services",9956,p
2015,2019,Sarawak,Services,Other services,4104,f
2015,2020,Sarawak,Services,Other services,3815,f
2015,2021,Sarawak,Services,Other services,3750,e
2015,2022,Sarawak,Services,Other services,3960,p
2015,2019,Sarawak,Services,Government services,8667,f
2015,2020,Sarawak,Services,Government services,9112,f
2015,2021,Sarawak,Services,Government services,9602,e
2015,2022,Sarawak,Services,Government services,10057,p
2015,2019,Sarawak,Plus: Import duties,Plus: Import duties,318,f
2015,2020,Sarawak,Plus: Import duties,Plus: Import duties,388,f
2015,2021,Sarawak,Plus: Import duties,Plus: Import duties,355,e
2015,2022,Sarawak,Plus: Import duties,Plus: Import duties,428,p
